image_name,cow_id,angle,collection_date,time_of_day,weather,camera_mode,device,collector_name,gps_coordinates,location
cow_0019_angle1.jpg,0019,1,27-11-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Agargaon, Dhaka"
cow_0020_angle1.jpg,0020,1,27-11-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Agargaon, Dhaka"
cow_0021_angle1.jpg,0021,1,27-11-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Agargaon, Dhaka"
cow_0022_angle1.jpg,0022,1,27-11-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Agargaon, Dhaka"
cow_0023_angle1.jpg,0023,1,27-11-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Agargaon, Dhaka"
cow_0024_angle1.jpg,0024,1,27-11-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Agargaon, Dhaka"
cow_0025_angle1.jpg,0025,1,27-11-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Agargaon, Dhaka"
cow_0026_angle1.jpg,0026,1,27-11-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Agargaon, Dhaka"
cow_0027_angle1.jpg,0027,1,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0028_angle1.jpg,0028,1,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0029_angle1.jpg,0029,1,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0030_angle1.jpg,0030,1,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0031_angle1.jpg,0031,1,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0032_angle1.jpg,0032,1,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0033_angle1.jpg,0033,1,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0034_angle1.jpg,0034,1,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0035_angle1.jpg,0035,1,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0036_angle1.jpg,0036,1,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0037_angle1.jpg,0037,1,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0038_angle1.jpg,0038,1,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0039_angle1.jpg,0039,1,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0040_angle1.jpg,0040,1,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0041_angle1.jpg,0041,1,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0042_angle1.jpg,0042,1,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0043_angle1.jpg,0043,1,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0044_angle1.jpg,0044,1,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0045_angle1.jpg,0045,1,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0046_angle1.jpg,0046,1,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0047_angle1.jpg,0047,1,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0048_angle1.jpg,0048,1,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0049_angle1.jpg,0049,1,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0050_angle1.jpg,0050,1,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0051_angle1.jpg,0051,1,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0052_angle1.jpg,0052,1,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0053_angle1.jpg,0053,1,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0054_angle1.jpg,0054,1,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0055_angle1.jpg,0055,1,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0056_angle1.jpg,0056,1,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0057_angle1.jpg,0057,1,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0058_angle1.jpg,0058,1,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0059_angle1.jpg,0059,1,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0060_angle1.jpg,0060,1,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0061_angle1.jpg,0061,1,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0062_angle1.jpg,0062,1,31-12-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0063_angle1.jpg,0063,1,31-12-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0064_angle1.jpg,0064,1,31-12-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0065_angle1.jpg,0065,1,31-12-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0066_angle1.jpg,0066,1,31-12-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0067_angle1.jpg,0067,1,31-12-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0068_angle1.jpg,0068,1,31-12-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0069_angle1.jpg,0069,1,31-12-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0070_angle1.jpg,0070,1,31-12-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0071_angle1.jpg,0071,1,31-12-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0072_angle1.jpg,0072,1,31-12-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0001_angle2.jpg,0001,2,27-11-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Agargaon, Dhaka"
cow_0002_angle2.jpg,0002,2,27-11-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Agargaon, Dhaka"
cow_0003_angle2.jpg,0003,2,27-11-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Agargaon, Dhaka"
cow_0004_angle2.jpg,0004,2,27-11-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Agargaon, Dhaka"
cow_0005_angle2.jpg,0005,2,27-11-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Agargaon, Dhaka"
cow_0006_angle2.jpg,0006,2,27-11-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Agargaon, Dhaka"
cow_0007_angle2.jpg,0007,2,27-11-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Agargaon, Dhaka"
cow_0008_angle2.jpg,0008,2,27-11-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Agargaon, Dhaka"
cow_0009_angle2.jpg,0009,2,27-11-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Agargaon, Dhaka"
cow_0010_angle2.jpg,0010,2,27-11-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Agargaon, Dhaka"
cow_0011_angle2.jpg,0011,2,27-11-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Agargaon, Dhaka"
cow_0012_angle2.jpg,0012,2,27-11-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Agargaon, Dhaka"
cow_0013_angle2.jpg,0013,2,27-11-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Agargaon, Dhaka"
cow_0014_angle2.jpg,0014,2,27-11-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Agargaon, Dhaka"
cow_0015_angle2.jpg,0015,2,27-11-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Agargaon, Dhaka"
cow_0016_angle2.jpg,0016,2,27-11-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Agargaon, Dhaka"
cow_0017_angle2.jpg,0017,2,27-11-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Agargaon, Dhaka"
cow_0018_angle2.jpg,0018,2,27-11-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Agargaon, Dhaka"
cow_0019_angle2.jpg,0019,2,27-11-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Agargaon, Dhaka"
cow_0020_angle2.jpg,0020,2,27-11-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Agargaon, Dhaka"
cow_0021_angle2.jpg,0021,2,27-11-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Agargaon, Dhaka"
cow_0022_angle2.jpg,0022,2,27-11-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Agargaon, Dhaka"
cow_0023_angle2.jpg,0023,2,27-11-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Agargaon, Dhaka"
cow_0024_angle2.jpg,0024,2,27-11-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Agargaon, Dhaka"
cow_0025_angle2.jpg,0025,2,27-11-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Agargaon, Dhaka"
cow_0026_angle2.jpg,0026,2,27-11-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Agargaon, Dhaka"
cow_0027_angle2.jpg,0027,2,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0028_angle2.jpg,0028,2,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0029_angle2.jpg,0029,2,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0030_angle2.jpg,0030,2,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0031_angle2.jpg,0031,2,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0032_angle2.jpg,0032,2,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0033_angle2.jpg,0033,2,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0034_angle2.jpg,0034,2,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0035_angle2.jpg,0035,2,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0036_angle2.jpg,0036,2,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0037_angle2.jpg,0037,2,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0038_angle2.jpg,0038,2,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0039_angle2.jpg,0039,2,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0040_angle2.jpg,0040,2,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0041_angle2.jpg,0041,2,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0042_angle2.jpg,0042,2,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0043_angle2.jpg,0043,2,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0044_angle2.jpg,0044,2,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0045_angle2.jpg,0045,2,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0046_angle2.jpg,0046,2,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0047_angle2.jpg,0047,2,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0048_angle2.jpg,0048,2,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0049_angle2.jpg,0049,2,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0050_angle2.jpg,0050,2,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0051_angle2.jpg,0051,2,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0052_angle2.jpg,0052,2,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0053_angle2.jpg,0053,2,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0054_angle2.jpg,0054,2,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0055_angle2.jpg,0055,2,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0056_angle2.jpg,0056,2,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0057_angle2.jpg,0057,2,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0058_angle2.jpg,0058,2,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0059_angle2.jpg,0059,2,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0060_angle2.jpg,0060,2,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0061_angle2.jpg,0061,2,31-12-2025,Morning,Sunny,Auto,cmf phone 2 pro,Abdullah Al Mahi,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0062_angle2.jpg,0062,2,31-12-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0063_angle2.jpg,0063,2,31-12-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0064_angle2.jpg,0064,2,31-12-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0065_angle2.jpg,0065,2,31-12-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0066_angle2.jpg,0066,2,31-12-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0067_angle2.jpg,0067,2,31-12-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0068_angle2.jpg,0068,2,31-12-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0069_angle2.jpg,0069,2,31-12-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0070_angle2.jpg,0070,2,31-12-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0071_angle2.jpg,0071,2,31-12-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0072_angle2.jpg,0072,2,31-12-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Aftab Nagar, Dhaka"
cow_0001_angle3.jpg,0001,3,27-11-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Agargaon, Dhaka"
cow_0002_angle3.jpg,0002,3,27-11-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Agargaon, Dhaka"
cow_0003_angle3.jpg,0003,3,27-11-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Agargaon, Dhaka"
cow_0004_angle3.jpg,0004,3,27-11-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Agargaon, Dhaka"
cow_0005_angle3.jpg,0005,3,27-11-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Agargaon, Dhaka"
cow_0006_angle3.jpg,0006,3,27-11-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Agargaon, Dhaka"
cow_0007_angle3.jpg,0007,3,27-11-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Agargaon, Dhaka"
cow_0008_angle3.jpg,0008,3,27-11-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Agargaon, Dhaka"
cow_0009_angle3.jpg,0009,3,27-11-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Agargaon, Dhaka"
cow_0010_angle3.jpg,0010,3,27-11-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Agargaon, Dhaka"
cow_0011_angle3.jpg,0011,3,27-11-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Agargaon, Dhaka"
cow_0012_angle3.jpg,0012,3,27-11-2025,Morning,Sunny,Auto,POCO X4 Pro 5G,Sadman Islam Amlan,"23.7461,90.3872","Agargaon, Dhaka"
